Knapsack Testing
No. of Solution Systems, Trial, Pre-processing, Execution
50, 0, 425, 0
tx, check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY, txRelease
58155, 33539, 125115, 22997, 191169, 23556, 109749, 245589, 13373046, 2982
67460, 38473, 141696, 27143, 219487, 26704, 121054, 276196, 14083154, 4220
57943, 32395, 89317, 16870, 120252, 15387, 70396, 141020, 7173016, 1801
90462, 50767, 192451, 35682, 303908, 38258, 153305, 400304, 13304120, 1883
72106, 40881, 149344, 27517, 234437, 30420, 18650, 387898, 6826042, 1426
89094, 50819, 189832, 35664, 230229, 39113, 22959, 437283, 7985655, 1822
95320, 53944, 212068, 52496, 335954, 104641, 180797, 442003, 10048543, 1625
182175, 102398, 208656, 41040, 342349, 44067, 173620, 435920, 10185707, 1861
97625, 76667, 205584, 39661, 255358, 39180, 25619, 370603, 9327827, 2646
91871, 65948, 181705, 29559, 250661, 30885, 127670, 335311, 14661503, 1912
80630, 46932, 174266, 32655, 274937, 33530, 143438, 361087, 14850811, 1455
75086, 42087, 156975, 29799, 253696, 30430, 131599, 336214, 9928460, 1595
80465, 45931, 202545, 32972, 336775, 45053, 184796, 483031, 10751836, 1608
53663, 29042, 109585, 18627, 184950, 20685, 60643, 422185, 12187454, 2079
87469, 49732, 183169, 40488, 361842, 37781, 183646, 393920, 12450399, 8850
87160, 49839, 183623, 35589, 375132, 26256, 102186, 450743, 13328383, 1340
53329, 30420, 114301, 21060, 179717, 20510, 98112, 225144, 13336355, 9050
97845, 54400, 202160, 38558, 286440, 40178, 25238, 377339, 10249860, 1895
94774, 24177, 184559, 39000, 329073, 39897, 170006, 430862, 10339075, 1524
89085, 49318, 183602, 34354, 299975, 35918, 155843, 392736, 13557343, 8719
96292, 53844, 201484, 38464, 335343, 39481, 183999, 427169, 9784086, 1759
61975, 34726, 127187, 24431, 217095, 24085, 113777, 254962, 10744164, 2528
96818, 53754, 209568, 39175, 333117, 39736, 190423, 429936, 13758967, 12065
143480, 43865, 155281, 30470, 253094, 33410, 79353, 340802, 14363944, 1596
80744, 28559, 103214, 20042, 164815, 19496, 86653, 203179, 11178338, 2381
100700, 24662, 86667, 16551, 124428, 15925, 72864, 147829, 6381356, 2936
88639, 61898, 202562, 38825, 404998, 39782, 171009, 202934, 9469778, 1525
81138, 49162, 184923, 34542, 364471, 34849, 155073, 526453, 14013502, 9428
77886, 46948, 183351, 40489, 379346, 39872, 197956, 521185, 8225972, 1263
87326, 54235, 201339, 39055, 253434, 40779, 25714, 359874, 8237346, 1772
68782, 42703, 162715, 30968, 265211, 33526, 152782, 354460, 10081355, 1924
82540, 50685, 192910, 35513, 230811, 36604, 23597, 335323, 12306379, 8627
88389, 54636, 216860, 38128, 333242, 40994, 172728, 549019, 11609230, 2121
61101, 38618, 146139, 26883, 293038, 35004, 118575, 275392, 13596444, 12117
59199, 32375, 120093, 22345, 211397, 20702, 101080, 330972, 12676940, 1625
51639, 31089, 117290, 21792, 179781, 22059, 93810, 227361, 12411058, 2791
88509, 53959, 203438, 39215, 330141, 39375, 151629, 503096, 10321702, 1439
81152, 49608, 187744, 36573, 299089, 35446, 151370, 374205, 11536450, 9000
78569, 47010, 181788, 35525, 316886, 72159, 391134, 211888, 9736557, 1605
52143, 32563, 196173, 30087, 250621, 30141, 126830, 315152, 12184791, 8844
99652, 35038, 135143, 25770, 242449, 26491, 133717, 326684, 12965116, 2515
100972, 30430, 209398, 24412, 254276, 28157, 219670, 483453, 14316468, 1348
179037, 83562, 514103, 41423, 517030, 49082, 203849, 817891, 9618541, 8845
87096, 53589, 454412, 40123, 336309, 41004, 196147, 453339, 11518108, 1970
84699, 139120, 150471, 26564, 274209, 23319, 75563, 318177, 7539125, 1695
75606, 189998, 158850, 32503, 288785, 43825, 130104, 345972, 12565104, 2257
147572, 109123, 171675, 35659, 263584, 44979, 26292, 334642, 10983146, 9051
102594, 30902, 121034, 24657, 200748, 25978, 103180, 253426, 10800627, 2019
232145, 34894, 136240, 29147, 180312, 29268, 59156, 238158, 6617304, 1896
80441, 46091, 184299, 42383, 250051, 38959, 21450, 361562, 8922430, 2472
80220, 46236, 188784, 40063, 334225, 41060, 182801, 430125, 12382460, 8969
75988, 41594, 174722, 35161, 296857, 34079, 163942, 391778, 15276885, 1392
45179, 26925, 105345, 20823, 170513, 20648, 91151, 211427, 8648273, 1457
52672, 30212, 137663, 24629, 200419, 24281, 104513, 263377, 14049483, 1278
80656, 46021, 187507, 39140, 376041, 38799, 171896, 428928, 11772042, 1804
82199, 45645, 187136, 39471, 332039, 39010, 166017, 448804, 12460303, 2860
99725, 47073, 187136, 38755, 373034, 40252, 183188, 423961, 11764769, 8845
59942, 47372, 163647, 27570, 235866, 29648, 120995, 297582, 13887178, 3108
66095, 34692, 226617, 59613, 265847, 42153, 21029, 474879, 9146951, 1891
80686, 46517, 188800, 38829, 331418, 38519, 238239, 432536, 10040147, 1685
84655, 46291, 190008, 37792, 330747, 39852, 295590, 433191, 14478860, 1805
77316, 42547, 169568, 33196, 298029, 35584, 146689, 464621, 12459224, 1427
83487, 45921, 192544, 40363, 334445, 40929, 173836, 466299, 12222333, 1658
77891, 41972, 170709, 35312, 297137, 35414, 165621, 383652, 10279774, 1483
81358, 46436, 218768, 38709, 263316, 45976, 21995, 395862, 10168021, 1698
50464, 28923, 128968, 36903, 292478, 43015, 177501, 410654, 14826960, 8819
118357, 20618, 90377, 17286, 129136, 18695, 90551, 162081, 12177053, 1810
82800, 46653, 191120, 39220, 270052, 41901, 22642, 611493, 8702842, 1723
50441, 28757, 119766, 23119, 195831, 26355, 242289, 297832, 9700027, 1804
81427, 46738, 187336, 38103, 355278, 44372, 185362, 487467, 11827934, 8955
75169, 42588, 173703, 35855, 298123, 36333, 162705, 394914, 12128472, 1851
83290, 43331, 176651, 36262, 238407, 41479, 19707, 366238, 8272935, 1798
41894, 20979, 85885, 17392, 133316, 18985, 78971, 179328, 7118186, 1673
37350, 21850, 80750, 17569, 132559, 18575, 48634, 177574, 7397241, 1514
40368, 22175, 85319, 19051, 130980, 20090, 110186, 172139, 14531917, 1699
75445, 42301, 177333, 35549, 296781, 32507, 127511, 164914, 14353034, 1594
69251, 48635, 169020, 31449, 263086, 30879, 127489, 337088, 9637262, 1439
48750, 27877, 111079, 22366, 179541, 21748, 100286, 229838, 11728150, 2674
75293, 42364, 176189, 35161, 297739, 37299, 146243, 389349, 9415217, 1963
81588, 46351, 186690, 39215, 330110, 38334, 162334, 415006, 11206968, 1591
76186, 42177, 173750, 35777, 313201, 36970, 151023, 410209, 16155272, 2003
82270, 46050, 194398, 39181, 331162, 39611, 267386, 498879, 12582676, 1483
75943, 43388, 173671, 34377, 286851, 33962, 137740, 375625, 15683850, 9116
48093, 27735, 110858, 21340, 173706, 21036, 93168, 217120, 9624631, 1862
60286, 35084, 157998, 27553, 232490, 27711, 134991, 375071, 12868470, 2592
45293, 26205, 103822, 20431, 163871, 19264, 88406, 200891, 11298921, 1742
73499, 41740, 174514, 35856, 227497, 35290, 19369, 321332, 7123043, 2145
81643, 51453, 229664, 39726, 342047, 40358, 163858, 413472, 11642096, 2170
81558, 46532, 189532, 38073, 328948, 57933, 159773, 423295, 14922921, 1603
81333, 46186, 193812, 39761, 329780, 38513, 163110, 413117, 9781013, 1224
82434, 45886, 214123, 39110, 255048, 38193, 21279, 449906, 7388121, 1502
83989, 46593, 194784, 38358, 251564, 39672, 20512, 377574, 8667045, 1405
82775, 46482, 191370, 39711, 251550, 40829, 21650, 354953, 8299463, 2467
48251, 27373, 110675, 23180, 179994, 23838, 98000, 221800, 8205652, 1424
81654, 44347, 193455, 39836, 330571, 44266, 202792, 718420, 11632029, 1870
73319, 24008, 147291, 29388, 249512, 32559, 129335, 400791, 11443598, 1712
52358, 27603, 112251, 22614, 144067, 23526, 12801, 201571, 6411782, 1871
39665, 25610, 106283, 23797, 115264, 18779, 9390, 155607, 6051546, 2125
49141, 27506, 114787, 23739, 194689, 22692, 102501, 241112, 13916692, 1355
64924, 33924, 141607, 28089, 198301, 26909, 124181, 256916, 9010500, 1427
82079, 46026, 192278, 38739, 373680, 39827, 233512, 416961, 13690220, 1267
96938, 51228, 254190, 44833, 570774, 54871, 229398, 685624, 10358791, 1605
98657, 46177, 185903, 38248, 328943, 39911, 179790, 498889, 13015545, 1953
67255, 38665, 156328, 32242, 270820, 30450, 133977, 387814, 9719491, 2679
47263, 26739, 107558, 22251, 179963, 23888, 133282, 224152, 9596343, 2149
44325, 24472, 143168, 21111, 189439, 25771, 103958, 257795, 10550748, 1710
58889, 34947, 144219, 40240, 187920, 27093, 15000, 241676, 9709691, 3461
73966, 42172, 241868, 35851, 299860, 36262, 143700, 375946, 8463086, 1682
75579, 43440, 175645, 36579, 319536, 39100, 150406, 448698, 14314569, 2513
71463, 40204, 166588, 33731, 225114, 36207, 19485, 316498, 10057024, 1363
68047, 38288, 165987, 30876, 309964, 34299, 155614, 407022, 12363101, 1503
74914, 42770, 172633, 35763, 295040, 36828, 93972, 514393, 10204848, 2317
57138, 32413, 131678, 26467, 214309, 27047, 117184, 379958, 13665320, 2974
66894, 37819, 156288, 32788, 270839, 32379, 134405, 337128, 10743156, 1557
48566, 26999, 108118, 23995, 192458, 23166, 96632, 239131, 13831916, 1950
59266, 33491, 134864, 27618, 179798, 27526, 15107, 246420, 8019138, 2959
81718, 45655, 190769, 39316, 329218, 90819, 158811, 408886, 7114907, 1404
80946, 45976, 190579, 39055, 365030, 39180, 21545, 349930, 8718589, 1532
35719, 22902, 151973, 17759, 106411, 18950, 11154, 197912, 4238228, 9034
75102, 42920, 173729, 34899, 297544, 36849, 156418, 462159, 9973514, 1534
36043, 21223, 83347, 16963, 126344, 15955, 74651, 143488, 11325529, 8957
47224, 26866, 109291, 21140, 237991, 29979, 116983, 351312, 12178897, 1742
69721, 39231, 162482, 32246, 270278, 32939, 138503, 452033, 12022333, 8870
67836, 39158, 156095, 32158, 210637, 31909, 17709, 287551, 9719837, 2803
81939, 45751, 189451, 40072, 394810, 40348, 160615, 427735, 14164239, 9048
81958, 46723, 185798, 38138, 253819, 38659, 21485, 367676, 9535058, 1380
70090, 39062, 176049, 33517, 270997, 35197, 221868, 334483, 10112544, 1824
88515, 49710, 221203, 42502, 432966, 48979, 195303, 539273, 12693495, 8892
74278, 42934, 187868, 35286, 295169, 35036, 156137, 365099, 12508381, 8928
75273, 46580, 161721, 31139, 271818, 33738, 133079, 353963, 10639673, 2133
80385, 45535, 190905, 39581, 203263, 53373, 21395, 345736, 6947944, 1839
35432, 20317, 90311, 15704, 130664, 15807, 75086, 136669, 12366736, 8610
43420, 24906, 103805, 20098, 176638, 20396, 85441, 201681, 12220997, 2442
69678, 44203, 175132, 34501, 298661, 37985, 149496, 366729, 13797405, 9055
63922, 35759, 143273, 30128, 245876, 30329, 134185, 300718, 10737718, 2335
78701, 43861, 282666, 36026, 205373, 23532, 100611, 281037, 13649462, 1584
69226, 56400, 379867, 33811, 289154, 34230, 136358, 355253, 10444670, 2453
74803, 40231, 308213, 34422, 299431, 35237, 156040, 365592, 14620072, 9177
64625, 35257, 149669, 30888, 264553, 30459, 140824, 327467, 13806335, 1464
80089, 39442, 190439, 38123, 327819, 38318, 166298, 405559, 14769426, 1803
89024, 43553, 189656, 35930, 290936, 42483, 21347, 389284, 7193058, 1526
34367, 20339, 76418, 15266, 149866, 16100, 65529, 142963, 5793915, 1495
74677, 41752, 173064, 33592, 240990, 36459, 20391, 325189, 9238074, 2816
78456, 45154, 183101, 38289, 332365, 39140, 101614, 418474, 12237099, 2807
79733, 45962, 180867, 37320, 331078, 39571, 162173, 414680, 9764537, 2231
80701, 45710, 181668, 38258, 252737, 38268, 20959, 342058, 9776413, 1474
75125, 41420, 174726, 36189, 229667, 43042, 24524, 333225, 7357748, 1929
79784, 44447, 272773, 39762, 331634, 39932, 176958, 401469, 13201982, 8986
43322, 24661, 99326, 20033, 166646, 21572, 52458, 212026, 10798937, 2380
75975, 41923, 171688, 34840, 296835, 38301, 147268, 366983, 14541800, 8798
36264, 20473, 79975, 16753, 137694, 14166, 67698, 131223, 7403628, 2185
338333, 34967, 133905, 28031, 234226, 27217, 120267, 327899, 11409703, 2128
103043, 30397, 114724, 25416, 202364, 25667, 106943, 403301, 13018797, 1442
98886, 28864, 110369, 26025, 201103, 23580, 96722, 280705, 6983514, 1651
45663, 38636, 118102, 24128, 156715, 23416, 13734, 207290, 6726578, 1460
56978, 37094, 146330, 30827, 255331, 30207, 130598, 338019, 14060425, 1548
45280, 29127, 114942, 23211, 192617, 21997, 93671, 224348, 9427105, 2548
61305, 40309, 161079, 32860, 211190, 30751, 18086, 281232, 9101690, 1371
61116, 38797, 158325, 32038, 335617, 32647, 134377, 456989, 9929416, 1848
66575, 43157, 170290, 34133, 302140, 34973, 90038, 467492, 12127882, 1598
56865, 37873, 150216, 31199, 255767, 29622, 132956, 283551, 20845386, 4049
50, 1, 99, 26459
tx, check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY, txRelease
56159, 37005, 132676, 45755, 492977, 45610, 443036, 716896, 11893090, 1677
147964, 79102, 281749, 47044, 382340, 46042, 29852, 405354, 7742819, 2587
44730, 29740, 132057, 27024, 188970, 29127, 165181, 182430, 5440134, 1826
64343, 41981, 278556, 51722, 218426, 27737, 27880, 233007, 9553670, 1167
43463, 32924, 205376, 61477, 344323, 40287, 273440, 398553, 13887928, 8676
61702, 39262, 429065, 50090, 266745, 31378, 31488, 301323, 8207781, 1737
57587, 38926, 272504, 135280, 159864, 25345, 24507, 254190, 7734907, 1680
31708, 21813, 135879, 26636, 107256, 36112, 360369, 210211, 2913013, 1629
113681, 37650, 135475, 41065, 258709, 30126, 190948, 404399, 15582624, 1781
71971, 46888, 172908, 54100, 250883, 39286, 238725, 188684, 6254575, 2480
71026, 47701, 183832, 55653, 440660, 48766, 191328, 617942, 10778385, 1977
52925, 124773, 158857, 55393, 349571, 24006, 109176, 223683, 7295166, 2091
53139, 165782, 228850, 80455, 517120, 36170, 156588, 416189, 13496756, 1490
40059, 20184, 83170, 22029, 61785, 14703, 11686, 127116, 1606417, 790
32240, 19113, 71521, 21683, 62352, 16525, 178435, 126973, 1771538, 1639
39318, 22212, 93766, 27641, 83833, 21430, 19082, 245960, 2940756, 2023
40942, 23697, 100378, 28789, 180405, 24028, 196926, 236582, 14368105, 1626
32217, 19375, 75233, 22019, 63651, 15480, 38736, 144737, 2927638, 1688
81365, 37589, 157541, 46241, 211607, 36404, 213055, 261710, 5603425, 2678
55768, 32143, 118794, 39268, 248492, 33050, 140243, 298060, 9500119, 1829
56199, 33193, 133722, 38903, 120305, 30270, 43063, 266050, 4408457, 3087
141170, 41641, 171255, 49780, 159673, 39376, 177373, 406932, 7164463, 1480
33018, 19515, 80040, 20977, 68880, 20518, 13907, 134120, 2948802, 1767
34937, 20389, 78318, 22687, 93038, 17500, 104371, 72566, 2037249, 1434
37646, 22908, 81535, 25134, 84440, 19289, 93239, 188659, 2166446, 1709
85060, 45637, 149767, 24422, 73343, 20910, 12819, 141987, 2323538, 1575
31003, 17406, 76203, 22283, 121948, 17756, 79823, 140234, 6472886, 2037
31623, 19146, 78040, 34433, 72213, 17241, 72999, 140779, 2215496, 2418
53225, 30494, 126805, 37042, 196490, 34977, 32696, 264496, 7723432, Knapsack Testing
No. of Solution Systems, Trial, Pre-processing, Execution
50, 0, 490, 0
tx, check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY, txRelease
289543, 5532564, 1061239, 61461421, 28120177, 1701338, 83159196, 8755506, 60614965, 2864
162041, 187196, 470512, 345543, 2032094, 103378, 347822, 595593, 41705266, 2891
151748, 270998, 196815, 120015, 293576, 89336, 1578735, 2377617, 28599809, 3735
82021, 54906, 261377, 90076, 275552, 168727, 661623, 1146163, 23376282, 2819
86526, 60089, 201660, 105055, 267284, 118948, 380670, 1360313, 23019211, 3189
108846, 65337, 195522, 73066, 252077, 115447, 258504, 1151446, 20730652, 4284
83674, 58393, 182407, 65899, 219286, 124266, 300903, 8187075, 19266007, 2838
72886, 107111, 213491, 126989, 492365, 160732, 426503, 1472274, 20879511, 2651
159574, 125406, 208653, 98903, 1253547, 135013, 617188, 454552, 15148573, 2976
65728, 74858, 435944, 228512, 680188, 128584, 453943, 2102031, 17418455, 3106
75052, 156946, 273737, 53379, 564477, 131216, 301953, 1322459, 14351195, 3651
74119, 49111, 221780, 52091, 747469, 86237, 319749, 290458, 10879246, 3115
114214, 62917, 181145, 55604, 735858, 80072, 331609, 389459, 6992370, 2572
77016, 105679, 253108, 52556, 263484, 69067, 209035, 741933, 9917361, 2762
56970, 84874, 150392, 74268, 276033, 84782, 542687, 759899, 12065785, 2909
82522, 66586, 194621, 50612, 301978, 81960, 365849, 640824, 20647105, 2823
79699, 57051, 214262, 48544, 210480, 75618, 30280, 677675, 12775466, 2952
107579, 114470, 205472, 52107, 298033, 72424, 209128, 838588, 9268872, 3248
76203, 90585, 177722, 45402, 226170, 65587, 225135, 1630900, 9671560, 2721
90800, 45757, 194701, 51395, 307217, 75995, 266576, 934288, 9710144, 3450
73235, 42320, 179395, 48500, 228202, 66097, 140446, 846428, 9121337, 2740
78424, 45212, 175309, 105933, 278194, 70143, 24692, 583684, 7253774, 2994
83488, 45034, 174147, 43153, 219326, 51820, 138403, 544262, 8083093, 3454
128157, 141720, 303574, 125466, 431204, 118620, 393800, 903576, 11352174, 3056
94005, 54766, 264595, 59332, 935358, 129219, 520019, 450369, 13519130, 3259
155395, 47115, 208654, 53587, 465712, 73970, 27015, 587441, 10462908, 3929
66601, 46501, 223887, 56595, 341508, 82777, 314845, 655928, 10858087, 3000
73728, 40741, 220624, 46250, 241001, 53919, 150028, 467736, 8980301, 3650
110579, 76405, 341204, 56753, 752099, 127247, 342833, 385276, 6412699, 2630
122469, 66662, 235737, 84409, 468783, 81502, 213068, 1076026, 9011397, 1822
71062, 40657, 163018, 53787, 226945, 97559, 188760, 1266548, 11111853, 2619
121615, 67658, 281919, 203613, 541149, 60462, 134723, 413819, 5507604, 2207
72899, 49470, 185854, 49579, 373158, 74617, 331576, 936993, 8452766, 3181
115288, 34890, 288823, 43115, 143967, 48961, 31440, 417492, 5240644, 2519
49192, 32552, 207378, 78232, 186605, 61133, 216287, 764589, 7521177, 2944
195798, 93549, 521329, 86797, 391181, 113791, 384538, 1507623, 7331461, 1951
64214, 72983, 187092, 130201, 276023, 67223, 211954, 617079, 7404855, 3162
94002, 150267, 244755, 61225, 380248, 90466, 299557, 1163889, 7879658, 2270
183952, 54384, 189936, 55268, 224299, 73028, 214402, 1071478, 8623759, 2424
56365, 32963, 147843, 40047, 198011, 100848, 261965, 623292, 4809698, 1510
55519, 32875, 121430, 40518, 166894, 61449, 249721, 439968, 12298860, 2029
110627, 408886, 292493, 67037, 594475, 107466, 471253, 361962, 5463629, 2069
121037, 120593, 409236, 133632, 269930, 99980, 27267, 612822, 7286473, 3308
99317, 57581, 232555, 63352, 465125, 91093, 528467, 248531, 8562803, 2298
126511, 73503, 354221, 83007, 646443, 128457, 456017, 457482, 7900245, 1856
121294, 75874, 271674, 157304, 406420, 107900, 339239, 1207919, 6739903, 1542
175139, 93949, 386199, 99597, 566530, 160266, 504226, 1281159, 5322071, 2336
75773, 32751, 151801, 45087, 489167, 143265, 57764, 1003795, 5633073, 2423
86971, 52231, 244793, 57610, 395718, 64358, 312466, 223064, 6596198, 2000
78975, 41990, 141007, 42281, 256696, 53222, 313867, 353697, 8848561, 2397
89429, 51812, 284369, 65152, 305329, 134899, 192889, 536697, 5208407, 2062
77882, 45189, 370245, 82477, 286919, 87647, 31083, 617141, 5837342, 2512
215718, 58861, 248882, 64965, 472018, 114916, 414615, 1007169, 9299990, 2249
66902, 37545, 149767, 43546, 266024, 97910, 192388, 493582, 5922039, 2072
101817, 241487, 246158, 66909, 306802, 309698, 343324, 951289, 3816673, 1994
117752, 205346, 269369, 80735, 511007, 71178, 173932, 535577, 5797053, 1836
122700, 60407, 314386, 165027, 498870, 76526, 241948, 675693, 5214296, 2011
74976, 28403, 119831, 38198, 172581, 36382, 316791, 166321, 4771715, 2040
108106, 33456, 142979, 42666, 180189, 47019, 19194, 337963, 4831288, 2624
100296, 52509, 227593, 62451, 337591, 71210, 319438, 972733, 8276835, 2867
135582, 63882, 333733, 90145, 420816, 97387, 340192, 714270, 5764918, 2243
121921, 63641, 291804, 85600, 410839, 87310, 355506, 1147604, 9843879, 1681
141840, 71220, 314090, 77782, 486746, 85595, 521164, 349783, 7655495, 1337
140151, 67626, 433351, 92606, 666170, 117657, 445097, 1277138, 8805590, 2640
57701, 30432, 260525, 114584, 320144, 42269, 222101, 568168, 5263080, 2102
85433, 44965, 195305, 58230, 265813, 59042, 210869, 586280, 9665229, 4149
129764, 63516, 281652, 85179, 406225, 83546, 34980, 780360, 10288926, 2701
51587, 26945, 115542, 38611, 165308, 34182, 220609, 131013, 3623731, 2139
91223, 46373, 183097, 59924, 300579, 61493, 410586, 287857, 7285697, 3007
